Qiymet,Kategoriya,Mertebe,Otaq,Kupca,Seher
108 000,Yeni tikili,10 / 12,2,var,"Bakı şəhəri, Cavadxan küçəsi"
75 000,Köhnə tikili,1 / 9,2,var,"Bakı şəhəri, Sülh k."
245 740,Yeni tikili,7 / 14,3,var,"Bakı şəhəri, Azadlıq prospekti"
123 000,Köhnə tikili,2 / 5,3,var,"Bakı şəhəri, Fətəli Xan Xoyski küç."
185 000,Yeni tikili,8 / 18,4,var,"Bakı şəhəri, Dadaş Bünyadzadə küçəsi."
290 000,Yeni tikili,20 / 24,4,var,"Bakı şəhəri, Fəzail Bayramov küç"
176 000,Yeni tikili,3 / 16,3,var,"Bakı şəhəri, Məhəmməd Xiyabani küç. 137a ev 289"
120 000,Köhnə tikili,5 / 9,3,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi"
388 000,Yeni tikili,15 / 17,4,yoxdur,"Bakı şəhəri, Təbriz küç."
78 000,Yeni tikili,5 / 16,2,yoxdur,"Bakı şəhəri, Gəncə pr."
66 000,Köhnə tikili,5 / 5,2,var,"Bakı şəhəri, Cavadxan kuc"
68 000,Yeni tikili,7 / 16,1,yoxdur,"Bakı şəhəri, Nazim Hacıyev küç."
138 000,Yeni tikili,12 / 16,3,var,"Bakı şəhəri, Babək pr. 777"
95 000,Köhnə tikili,4 / 9,3,var,"Bakı şəhəri, Moskva prospekt"
352 000,Yeni tikili,10 / 16,6,var,"Bakı şəhəri, Azadlıq pr. 45"
125 000,Yeni tikili,9 / 18,2,yoxdur,"Bakı şəhəri, Şirin Mirzəyev küç"
94 000,Yeni tikili,18 / 19,2,yoxdur,"Bakı şəhəri, Elşən Süleymanov küç."
113 000,Yeni tikili,12 / 16,2,yoxdur,"Bakı şəhəri, Eldar Babayev küç."
80 000,Köhnə tikili,1 / 9,2,var,"Bakı şəhəri, Neapol kuchesi."
700 000,Yeni tikili,18 / 18,8,yoxdur,"Bakı şəhəri, Azadlıq pr. 14"
105 000,Yeni tikili,7 / 10,2,var,"Bakı şəhəri, Məhəmməd Hadi küç."
250 000,Yeni tikili,13 / 16,4,var,"Bakı şəhəri, Binəqədi şossesi 185"
42 300,Yeni tikili,11 / 17,2,var,"Bakı şəhəri, Natavan küç."
500 000,Yeni tikili,6 / 16,5,var,"Bakı şəhəri, Cəfər Cabbarlı  küçəsi"
98 000,Köhnə tikili,1 / 9,2,var,"Bakı şəhəri, Cəfər Xəndan küç."
147 000,Yeni tikili,7 / 15,3,var,"Bakı şəhəri, İbrahim Paşa Dadaşov küç."
209 900,Yeni tikili,8 / 20,3,var,"Bakı şəhəri, Cəfər Xəndan küç. 42"
249 000,Yeni tikili,2 / 16,4,var,"Bakı şəhəri, Təbriz küç."
135 000,Yeni tikili,4 / 11,4,yoxdur,"Bakı şəhəri, Neapol küçəsi"
58 000,Yeni tikili,4 / 12,2,yoxdur,"Xırdalan şəhəri, N.Gəncəvi kucesi"
400 000,Yeni tikili,12 / 20,3,var,"Bakı şəhəri, Həsən bəy Zərdabi küç"
42 000,Yeni tikili,10 / 18,1,yoxdur,"Bakı şəhəri, Şərifzadə küçəsi"
165 000,Yeni tikili,8 / 17,4,var,"Bakı şəhəri,  M.Hadi küçəsi"
130 000,Köhnə tikili,5 / 5,3,var,"Bakı şəhəri, Hüseyn Cavid Prospekti"
150 000,Yeni tikili,17 / 17,3,var,"Bakı şəhəri, Özbəkistan küç. "
260 000,Yeni tikili,13 / 19,4,var,"Bakı şəhəri, Əliyar Əliyev küç.  "
119 900,Yeni tikili,3 / 18,3,yoxdur,"Bakı şəhəri, Əsəd Əhmədov küçəsi"
380 000,Yeni tikili,12 / 16,4,var,"Bakı şəhəri, Əliyar Əliyev küç."
210 000,Yeni tikili,5 / 15,3,var,"Bakı şəhəri, Naxçıvan küç."
330 000,Yeni tikili,3 / 15,4,var,"Bakı şəhəri, Ə.Əliyev k. 55"
155 000,Yeni tikili,6 / 16,3,var,"Bakı şəhəri, Gəncə.pr"
93 000,Köhnə tikili,7 / 9,2,var,"Bakı şəhəri, İnqlab ismayilov küçəsi "
50 000,Köhnə tikili,2 / 5,1,var,"Bakı şəhəri, Asəf Zeynallı küç."
100 000,Yeni tikili,5 / 16,2,var,"Bakı şəhəri, Q.Məmmədov küçəsi"
125 000,Yeni tikili,7 / 16,2,var,"Bakı şəhəri, Süleyman Vəzirov k.  "
112 000,Yeni tikili,16 / 17,2,yoxdur,"Bakı şəhəri, 8  Noyabr prospekti"
300 000,Yeni tikili,18 / 24,4,var,"Bakı şəhəri, Fəzail Bayramov küç."
130 000,Yeni tikili,11 / 18,2,yoxdur,"Bakı şəhəri, H . Zərdabi küç "
390 000,Yeni tikili,12 / 19,4,yoxdur,"Bakı şəhəri, Nəsibbəy yusifbəyli küçəsi "
235 000,Yeni tikili,15 / 18,3,var,"Bakı şəhəri, H.Salmani küç. 5 "
180 000,Köhnə tikili,3 / 4,3,var,"Bakı şəhəri, Azadlıq küç."
105 000,Yeni tikili,14 / 17,3,var,"Bakı şəhəri, Əsəd Əhmədov küç "
67 000,Köhnə tikili,2 / 5,1,var,"Bakı şəhəri, Akim Abbasov küç "
185 000,Yeni tikili,19 / 21,2,yoxdur,"Bakı şəhəri, Gülarə Qədirbəyli küçəsi"
135 000,Yeni tikili,14 / 16,3,var,"Bakı şəhəri, Mir Celal k."
605 000,Yeni tikili,15 / 18,4,var,"Bakı şəhəri, H.Cavid pr. 110"
205 000,Yeni tikili,12 / 18,3,var,"Bakı şəhəri, Qara Qarayev prospekti"
72 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, R.Rüstəmov küç"
144 935,Yeni tikili,1 / 17,2,var,"Bakı şəhəri, H. Zərdabi prospekti 3166-cı məhəllə, C binası"
140 500,Yeni tikili,3 / 16,2,yoxdur,"Bakı şəhəri, Şərifzadə küç"
81 500,Yeni tikili,2 / 12,2,yoxdur,"Bakı şəhəri, Nobel pr."
300 000,Yeni tikili,2 / 16,3,var,"Bakı şəhəri, H. Salmani küç"
198 000,Yeni tikili,10 / 18,3,yoxdur,"Bakı şəhəri, Məsud Davudoğlu küç."
145 000,Yeni tikili,3 / 16,4,var,"Bakı şəhəri, Şirin Mirzəyev küçəsi"
166 500,Yeni tikili,20 / 23,2,var,"Bakı şəhəri, Xətai pr."
210 000,Yeni tikili,12 / 18,3,var,"Bakı şəhəri, Qara Qarayev prospekti"
285 000,Yeni tikili,3 / 16,4,yoxdur,"Bakı şəhəri, Xan Şuşinski küç"
155 000,Yeni tikili,12 / 17,3,var,"Bakı şəhəri, Sadıqcan küçəsi"
263 000,Yeni tikili,11 / 20,4,yoxdur,"Bakı şəhəri, Nəcəfqulu Rəfiyev küç."
125 000,Yeni tikili,8 / 12,3,var,"Bakı şəhəri, Dadaş Bünyadzadə küç."
300 000,Yeni tikili,16 / 21,3,var,"Bakı şəhəri, Afiyəddin Cəlilov küçəsi"
225 000,Yeni tikili,18 / 19,2,var,"Bakı şəhəri, Afiyəddin Cəlilov küç."
120 000,Köhnə tikili,3 / 5,4,var,"Bakı şəhəri, Mirəli Seyidov küç. "
165 000,Yeni tikili,6 / 17,2,yoxdur,"Bakı şəhəri, Azadlıq pr. 151"
112 000,Yeni tikili,10 / 17,2,var,"Bakı şəhəri, Z.Xəlilov k.66"
115 000,Yeni tikili,12 / 16,2,yoxdur,"Bakı şəhəri, Təbriz küç"
127 000,Köhnə tikili,2 / 5,3,var,"Bakı şəhəri, Həsən Məcidov küçəsi"
99 500,Köhnə tikili,6 / 9,2,var,"Bakı şəhəri, Şəfayat Mehdiyev kuç."
260 000,Yeni tikili,13 / 14,3,yoxdur,"Bakı şəhəri, Mərdanov Qardaşları küçəsi"
40 500,Yeni tikili,8 / 9,2,var,"Bakı şəhəri, Abşeron Gənclər Şəhərciyi Bina 74"
189 000,Yeni tikili,4 / 16,2,yoxdur,"Bakı şəhəri, Пр.Вагифа 10"
165 000,Yeni tikili,5 / 16,2,yoxdur,"Bakı şəhəri, Firdovsi Məmmədov küçəsi"
85 000,Yeni tikili,6 / 16,3,var,"Bakı şəhəri, Adil Məmmədov küç."
100 000,Yeni tikili,4 / 17,2,var,"Bakı şəhəri, Xudu Məmmədov  küç."
166 000,Yeni tikili,11 / 12,3,yoxdur,"Bakı şəhəri, Dadaş Bünyadzadə"
135 000,Yeni tikili,6 / 20,3,var,"Bakı şəhəri, Gəncə pr-ti."
245 000,Yeni tikili,13 / 16,3,var,"Bakı şəhəri, Mətbuat pr Ə.Salamzadə küç. "
260 000,Yeni tikili,5 / 18,3,var,"Bakı şəhəri, Abbasqulu Abbaszadə küç"
145 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, H.Cavid küç"
525 000,Yeni tikili,15 / 19,4,var,"Bakı şəhəri, Salatın Əsgərova küçəsi"
107 000,Yeni tikili,7 / 17,2,yoxdur,"Bakı şəhəri, Səməd Vurğun küç."
67 000,Köhnə tikili,2 / 5,1,var,"Bakı şəhəri, Həsən bəy Zərdabi küçəsi "
49 000,Köhnə tikili,5 / 5,3,var,"Bakı şəhəri, Kamil Məmmədov küçəsi"
170 000,Yeni tikili,12 / 18,3,var,"Bakı şəhəri, H.B.Zərdabi pr."
255 000,Yeni tikili,10 / 16,4,var,"Bakı şəhəri, Yusif Vəzir Çəmənzəminli küçəsi"
55 000,Yeni tikili,19 / 19,2,var,"Bakı şəhəri, Yavər Əliyev küç"
180 000,Yeni tikili,12 / 16,3,var,"Bakı şəhəri, Əbdülvahab Salamzadə küç."
450 000,Yeni tikili,4 / 16,4,var,"Bakı şəhəri, Mirəli Seyidov küçəsi"
185 000,Yeni tikili,12 / 17,2,var,"Bakı şəhəri, Aqadadas Qurbanov ev 8 menzil 58"
85 000,Yeni tikili,5 / 17,2,yoxdur,"Bakı şəhəri, M.Hadi küç.65/41 "
180 000,Yeni tikili,8 / 16,2,var,"Bakı şəhəri, Məhəmməd Naxçıvani 17"
86 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Cavadxan küçəsi"
148 000,Yeni tikili,2 / 15,3,var,"Bakı şəhəri, Məhəmməd Hadi küçəsi 2944 Məhəllə"
285 000,Yeni tikili,10 / 20,3,yoxdur,"Bakı şəhəri, Mərkəzi Bulvar küç "
224 000,Yeni tikili,5 / 20,3,yoxdur,"Bakı şəhəri, Tələt Şixəliyev küç"
185 000,Yeni tikili,12 / 19,2,var,"Bakı şəhəri, Mirzə Məhəmməd Xan küç."
95 000,Yeni tikili,9 / 16,3,yoxdur,"Bakı şəhəri, Samir Cəfərov küç."
135 000,Yeni tikili,9 / 17,2,var,"Bakı şəhəri, Mircəlal Əliyev küçəsi"
60 000,Köhnə tikili,5 / 5,1,var,"Bakı şəhəri, Cavadxan küçəsi"
240 000,Yeni tikili,15 / 20,2,var,"Bakı şəhəri, Naxçıvani küçəsi"
130 000,Köhnə tikili,2 / 9,3,var,"Bakı şəhəri, Ə.Əhmədov küç."
220 000,Yeni tikili,10 / 17,3,var,"Bakı şəhəri, Əliyev küç., ev 9"
136 000,Yeni tikili,8 / 20,3,var,"Bakı şəhəri, Gəncə pr-ti."
189 000,Köhnə tikili,3 / 9,4,var,"Bakı şəhəri, Şəfayət Mehdiyev küçəsi 23"
110 000,Yeni tikili,2 / 15,3,yoxdur,"Bakı şəhəri, Telnov küçəsi"
118 000,Köhnə tikili,4 / 9,3,var,"Bakı şəhəri, Cəmşid Naxçıvanski küç."
415 000,Yeni tikili,14 / 27,4,var,"Bakı şəhəri, Tbilisi pr 1037 ci məhəllə"
170 000,Yeni tikili,7 / 17,2,var,"Bakı şəhəri, Ceyhun Səlimov küçəsi bina 16,mənzil 183"
113 000,Köhnə tikili,7 / 9,3,var,"Bakı şəhəri, Cavadxan küç 27 mən 9"
125 000,Köhnə tikili,3 / 5,3,var,"Bakı şəhəri, Akim Abbasov küçəsi"
160 000,Yeni tikili,18 / 18,3,yoxdur,"Bakı şəhəri, Bakıxanov küçəsi"
230 000,Yeni tikili,19 / 21,2,var,"Bakı şəhəri, Əlibəy Huseynzadə 22"
73 000,Yeni tikili,5 / 7,4,var,"Bakı şəhəri, İnşaatçılar küçəsi"
245 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, 28 May küç.14"
1 000 000,Köhnə tikili,4 / 4,7,var,"Bakı şəhəri, Xəqani küçəsi"
270 000,Yeni tikili,13 / 17,3,var,"Bakı şəhəri, Xətai prospektı"
137 000,Köhnə tikili,5 / 5,3,var,"Bakı şəhəri, Təbriz küç"
163 000,Köhnə tikili,9 / 9,3,var,"Bakı şəhəri, Atatürk pr."
416 000,Yeni tikili,8 / 20,4,yoxdur,"Bakı şəhəri, Nəcəfqulu Rəfiyev 25"
137 500,Yeni tikili,7 / 17,3,var,"Bakı şəhəri, Ceyhun Səlimov küç."
255 000,Yeni tikili,2 / 9,4,var,"Bakı şəhəri, Azadlıq prospekti 20"
127 000,Yeni tikili,19 / 27,2,yoxdur,"Bakı şəhəri, Tbilisi prospekti"
130 000,Köhnə tikili,5 / 9,3,var,"Bakı şəhəri, İzzət Nəbiyev küç."
370 000,Yeni tikili,2 / 5,4,var,"Bakı şəhəri, Ş.Bədəlbəyli k.55"
335 000,Yeni tikili,10 / 17,4,var,"Bakı şəhəri, Əlizadə Əşrəfov küç"
53 000,Yeni tikili,1 / 6,2,yoxdur,"Bakı şəhəri, Istiqlaliyyət küç"
320 000,Yeni tikili,18 / 20,3,yoxdur,"Bakı şəhəri, Nəsibbey Yusifbeyli k."
45 000,Yeni tikili,1 / 12,2,yoxdur,"Bakı şəhəri, Nazim Hikmet"
125 600,Yeni tikili,12 / 19,2,yoxdur,"Bakı şəhəri, Gəncə prospekti"
225 000,Köhnə tikili,16 / 17,3,var,"Bakı şəhəri, Həsən Bəy Zərdabi küç."
177 000,Yeni tikili,14 / 20,3,var,"Bakı şəhəri, A.Ismayilov kucesi 39.Xetai metrosu"
123 000,Yeni tikili,7 / 16,2,var,"Bakı şəhəri, Xocalı pr"
125 000,Yeni tikili,18 / 19,2,var,"Bakı şəhəri, Əsəd Əhmədov küç."
117 000,Yeni tikili,2 / 17,3,var,"Bakı şəhəri, Əsəd Əhmədov küç."
339 000,Köhnə tikili,10 / 18,4,yoxdur,"Bakı şəhəri, Azadliq prospekti"
56 000,Köhnə tikili,5 / 5,1,var,"Bakı şəhəri, 8-ci kilometr qəsəbəsi ev 16 mən 99"
220 000,Yeni tikili,13 / 16,3,var,"Bakı şəhəri, Azadlig prospekti 108"
790 000,Yeni tikili,5 / 8,5,var,"Bakı şəhəri, Mərkəzi Bulvar Küçəsi"
185 000,Yeni tikili,8 / 16,2,var,"Bakı şəhəri, Mirəli Qaşqay küçəsi"
155 000,Yeni tikili,10 / 16,2,var,"Bakı şəhəri, İ.Qutqaşenli küçəsi"
215 000,Yeni tikili,8 / 17,3,yoxdur,"Bakı şəhəri, Nazim Hacıyev küç. 22"
550 000,Yeni tikili,8 / 18,4,var,"Bakı şəhəri,  Qurban Xalilov k."
299 000,Yeni tikili,8 / 8,4,var,"Bakı şəhəri, Mərkəzi Bulvar küç"
115 000,Yeni tikili,15 / 16,2,yoxdur,"Bakı şəhəri, Yusif Vəzir Çəmənzəminli küçəsi"
165 000,Köhnə tikili,3 / 9,4,var,"Bakı şəhəri, Akim Abbasov küçəsi"
134 000,Yeni tikili,22 / 27,2,var,"Bakı şəhəri, Tbilisi Prospekti"
82 000,Yeni tikili,2 / 17,2,yoxdur,"Bakı şəhəri, Həsən bəy Zərdabi küçəsi"
353 600,Yeni tikili,8 / 20,3,yoxdur,"Bakı şəhəri, Nəsib bəy Yusifbəyli küç."
180 000,Yeni tikili,15 / 17,3,var,"Bakı şəhəri, Mirzəağa Əliyev küçəsi"
118 000,Köhnə tikili,9 / 9,5,var,"Bakı şəhəri, M.Məmmədli küç"
69 500,Köhnə tikili,8 / 9,2,var,"Bakı şəhəri, Məhəmməd Xiyabani küçəsi"
220 000,Yeni tikili,3 / 19,3,var,"Bakı şəhəri, Şərifzadə küç "
117 000,Köhnə tikili,1 / 9,2,var,"Bakı şəhəri, Izzet Nəbiyev  küç."
122 000,Köhnə tikili,8 / 9,3,var,"Bakı şəhəri, Atatürk prospekti 33"
385 000,Yeni tikili,3 / 15,4,yoxdur,"Bakı şəhəri, I.Qasimov kucesi 30"
300 000,Yeni tikili,16 / 18,1,var,"Bakı şəhəri, Afiyəddin Cəlilov 27A"
102 000,Köhnə tikili,2 / 9,3,var,"Bakı şəhəri, Qafur Məmmədov küçəsi"
204 000,Yeni tikili,9 / 16,3,var,"Bakı şəhəri, Sabit Orucov küç."
165 000,Köhnə tikili,3 / 9,4,var,"Bakı şəhəri, Z.Xəlilov küç"
152 000,Yeni tikili,5 / 16,2,var,"Bakı şəhəri, Mayakovski küç. "
360 000,Yeni tikili,7 / 8,4,var,"Bakı şəhəri, Məmməd Araz küçəsi"
200 000,Yeni tikili,3 / 8,3,yoxdur,"Bakı şəhəri, Ak. Həsən Əliyev küç. "
93 000,Yeni tikili,14 / 14,2,var,"Bakı şəhəri, Məhəmməd Şərifli küçəsi"
95 000,Yeni tikili,3 / 9,2,var,"Bakı şəhəri, Koroğlu Rəhimov küç"
110 000,Yeni tikili,17 / 17,2,yoxdur,"Bakı şəhəri, Qara qaraev prospekti"
312 000,Yeni tikili,5 / 18,4,yoxdur,"Bakı şəhəri, Azadlıq pr"
170 000,Köhnə tikili,7 / 12,4,var,"Bakı şəhəri, Ş.Mehdiyev küç"
39 500,Köhnə tikili,7 / 9,1,var,"Xırdalan şəhəri, 28-ci məhəllə 22-ci bina"
126 000,Yeni tikili,16 / 20,3,var,"Bakı şəhəri, Gəncə prospekti"
75 000,Yeni tikili,5 / 12,2,var,"Bakı şəhəri, Arablinski küç. "
135 000,Yeni tikili,4 / 15,2,yoxdur,"Bakı şəhəri, Təbriz küç."
90 000,Köhnə tikili,2 / 2,3,yoxdur,"Bakı şəhəri, Ədalət Yusifov küç. ev 18a"
332 500,Yeni tikili,4 / 16,3,yoxdur,"Bakı şəhəri, Hüseyin Cavid praspekti"
140 000,Köhnə tikili,2 / 5,3,yoxdur,"Bakı şəhəri, Ağa Nemətulla küç.  28"
650 000,Yeni tikili,13 / 23,4,var,"Bakı şəhəri, Ş. Mehdiyev küçəsi 89"
310 000,Yeni tikili,14 / 14,3,var,"Bakı şəhəri, S Vurğun 69/71"
420 000,Yeni tikili,7 / 18,3,var,"Bakı şəhəri, Mərdanov Qardaşları küçəsi"
193 500,Yeni tikili,11 / 18,3,yoxdur,"Bakı şəhəri, Əlizadə küçəsi "
115 000,Yeni tikili,7 / 17,1,yoxdur,"Bakı şəhəri, İ.Zülalov küçəsi "
123 000,Köhnə tikili,6 / 9,3,var,"Bakı şəhəri, Mir cəlal küçəsi 22"
50 000,Yeni tikili,6 / 6,1,yoxdur,"Xırdalan şəhəri, Şixəli Qurbanov küç "
245 000,Yeni tikili,5 / 27,3,yoxdur,"Bakı şəhəri, Tbilisi pr. "
85 000,Yeni tikili,9 / 10,3,var,"Bakı şəhəri, İnşaatçılar küçəsi"
89 000,Yeni tikili,14 / 19,2,yoxdur,"Bakı şəhəri, Elşən Süleymanov küç."
90 000,Köhnə tikili,2 / 9,2,var,"Bakı şəhəri, Əsəd Əhmədov küçəsi"
118 000,Yeni tikili,7 / 19,2,var,"Bakı şəhəri, Adil Məmmədov küç."
550 000,Yeni tikili,8 / 10,4,var,"Bakı şəhəri, B.Sərdarov küçəsi "
1 990 000,Köhnə tikili,2 / 3,5,var,"Bakı şəhəri, Lev Tolstoy küç.15"
315 000,Yeni tikili,6 / 16,3,var,"Bakı şəhəri, Hüseyn Cavid prospekti 22"
95 000,Köhnə tikili,4 / 5,3,var,"Bakı şəhəri, Moskva pr"
80 000,Köhnə tikili,5 / 10,2,var,"Bakı şəhəri, Səməd bəy Mehmandarov küçəsi "
83 000,Yeni tikili,8 / 16,2,var,"Xırdalan şəhəri, H.Aslanov küç."
125 000,Köhnə tikili,3 / 5,4,var,"Bakı şəhəri, Ruhulla Axundov küçəsi"
65 000,Yeni tikili,1 / 10,2,yoxdur,"Xırdalan şəhəri, H.Əliyev pr."
120 000,Yeni tikili,5 / 6,2,yoxdur,"Bakı şəhəri, Həsən Əliyev küçəsi"
270 000,Yeni tikili,2 / 17,3,var,"Bakı şəhəri, Xan Şuşinski küç."
175 000,Yeni tikili,3 / 17,3,var,"Bakı şəhəri, Xudu Məmmədov 22/44"
194 500,Yeni tikili,7 / 17,3,yoxdur,"Bakı şəhəri, Seyid Əzim Şirvani küçəsi 3a"
116 000,Yeni tikili,8 / 17,2,yoxdur,"Bakı şəhəri, Azər Manafov k."
73 000,Yeni tikili,6 / 19,1,var,"Bakı şəhəri, Gəncə prospekti"
66 000,Yeni tikili,11 / 12,2,yoxdur,"Bakı şəhəri, Şərifzadə küç."
320 000,Yeni tikili,11 / 17,4,var,"Bakı şəhəri, Azadlıq  pr."
48 000,Köhnə tikili,1 / 2,2,var,"Bakı şəhəri, Ö.F.Nemanzadə küç."
148 000,Yeni tikili,15 / 17,2,var,"Bakı şəhəri, Əliyar Əliyev küç."
61 000,Yeni tikili,17 / 17,1,yoxdur,"Bakı şəhəri, Əzim Əzimzadə küç."
95 000,Köhnə tikili,3 / 5,2,var,"Bakı şəhəri, Azadlıq Prospekti"
120 000,Köhnə tikili,7 / 9,4,var,"Bakı şəhəri, Məhəmməd Xiyabani küçəsi"
110 000,Yeni tikili,15 / 17,2,yoxdur,"Bakı şəhəri, Diaqnostikanin yanı"
167 900,Yeni tikili,9 / 17,3,var,"Bakı şəhəri, Ramiz Quliyev küç. 2P"
70 000,Yeni tikili,12 / 16,2,var,"Bakı şəhəri, Yavər Əliyev küçəsi"
155 000,Yeni tikili,14 / 16,3,var,"Bakı şəhəri, Şirvani küç."
203 000,Yeni tikili,6 / 11,3,yoxdur,"Bakı şəhəri, Təbriz küç"
214 000,Yeni tikili,8 / 12,3,var,"Bakı şəhəri, Qarabağ kuçəsi"
175 000,Yeni tikili,17 / 20,2,yoxdur,"Bakı şəhəri, Zahid Xəlilov küç."
85 000,Köhnə tikili,7 / 9,3,yoxdur,"Bakı şəhəri, General Əliağa Şıxlinski küç. "
45 500,Yeni tikili,8 / 11,1,var,"Bakı şəhəri, Baki Sumqayıt şossesi 5"
320 000,Yeni tikili,12 / 16,3,var,"Bakı şəhəri, Babək pr"
198 000,Yeni tikili,10 / 17,3,var,"Bakı şəhəri, Kamil Balakişiyev k.  "
127 000,Yeni tikili,9 / 17,3,var,"Bakı şəhəri, Özbəkistan küç. "
280 000,Yeni tikili,2 / 18,3,var,"Bakı şəhəri, Xan Şuşinski küçəsi"
175 000,Yeni tikili,4 / 14,2,yoxdur,"Bakı şəhəri, Fizuli küç."
460 000,Yeni tikili,7 / 16,4,yoxdur,"Bakı şəhəri, ул Гутгашенлы"
225 000,Yeni tikili,6 / 22,3,var,"Bakı şəhəri, Möhsün Sənani k."
87 000,Köhnə tikili,1 / 5,3,var,"Bakı şəhəri, Bəhruz Nuriyev küç"
230 000,Yeni tikili,4 / 17,3,var,"Bakı şəhəri, Mirqasımov k. "
50 000,Yeni tikili,5 / 7,2,yoxdur,"Xırdalan şəhəri, H. Əliyev prospekti"
260 000,Yeni tikili,15 / 19,3,var,"Bakı şəhəri, Məhəmməd Naxçıvani küç."
237 000,Yeni tikili,10 / 14,3,var,"Bakı şəhəri, 20 yanvar küç"
85 000,Köhnə tikili,1 / 9,4,var,"Bakı şəhəri, Məhəllə 5057 /68 bina 3 blok2 mərtəbə 1 mənzil 19 "
118 000,Yeni tikili,10 / 17,3,var,"Bakı şəhəri, Q.Qarayev prospekti 81a"
380 000,Yeni tikili,14 / 18,4,var,"Bakı şəhəri,  Aşıq Molla Cümə küç."
125 000,Yeni tikili,5 / 22,2,yoxdur,"Bakı şəhəri, Sakit Qocayev küçəsi"
115 000,Köhnə tikili,8 / 9,2,var,"Bakı şəhəri,  Azadlıq pr. "
420 000,Yeni tikili,9 / 16,3,yoxdur,"Bakı şəhəri, Bakıxanov pr."
155 000,Köhnə tikili,4 / 5,3,var,"Bakı şəhəri, M.Əhmədzadə küç"
70 000,Yeni tikili,4 / 9,3,var,"Bakı şəhəri, Yeni Bakı yaşayış kompleksi, bina 15"
162 000,Yeni tikili,15 / 20,2,var,"Bakı şəhəri, Babək Prospekti"
225 000,Yeni tikili,4 / 19,3,var,"Bakı şəhəri, Əbdülvahab Salamzadə küçəsi"
73 000,Köhnə tikili,9 / 9,2,var,"Bakı şəhəri, Mir Cəlal küç."
124 000,Yeni tikili,16 / 17,3,var,"Bakı şəhəri, Mir Cəlal küçəsi"
300 000,Yeni tikili,16 / 18,3,var,"Bakı şəhəri, Mirəli Seyidov küç."
45 000,Köhnə tikili,1 / 2,2,var,"Bakı şəhəri, Aşşurbyovlar k. ev9 , mənzil 14"
158 000,Köhnə tikili,10 / 10,3,var,"Bakı şəhəri, Koroğlu Rəhimov küçəsi"
186 000,Köhnə tikili,7 / 9,4,var,"Bakı şəhəri, Həsən Əliyev küç"
48 000,Köhnə tikili,1 / 2,2,var,"Bakı şəhəri, Litvin Babayev küç 32"
78 000,Köhnə tikili,3 / 9,2,var,"Bakı şəhəri, Q.Musabəyov k20"
135 000,Yeni tikili,3 / 9,2,var,"Bakı şəhəri, Cavadxan küç."
105 000,Yeni tikili,3 / 19,3,var,"Bakı şəhəri, Gəncə pr."
90 000,Yeni tikili,9 / 13,2,var,"Xırdalan şəhəri, Həzi Aslanov küç. 1"
120 000,Yeni tikili,8 / 18,2,var,"Bakı şəhəri, Həsən Əliyev küç."
158 000,Yeni tikili,3 / 16,2,yoxdur,"Bakı şəhəri, Xan Şuşinski küç."
82 000,Köhnə tikili,9 / 9,2,var,"Bakı şəhəri, Bakıxanov(Razin)qəs.Sülh küç.9094-cü m."
150 000,Yeni tikili,8 / 16,3,var,"Bakı şəhəri, Nəcəfqulu Rəfiyev küçəsi"
95 000,Yeni tikili,13 / 20,2,var,"Bakı şəhəri, Yavər Əliyev küç."
223 000,Yeni tikili,13 / 18,3,var,"Bakı şəhəri, Tbilisi prospekti"
64 000,Yeni tikili,8 / 10,1,var,"Bakı şəhəri, Samir Cəfərov 34."
190 000,Köhnə tikili,4 / 10,3,var,"Bakı şəhəri, Aşıq Alı küçəsi"
192 000,Yeni tikili,5 / 18,3,yoxdur,"Bakı şəhəri, Təbriz küç."
155 000,Köhnə tikili,2 / 5,3,var,"Bakı şəhəri, Əcəmi Naxçıvani küç "
136 000,Yeni tikili,13 / 17,2,var,"Bakı şəhəri, Xudu Məmmədov küç."
850 000,Yeni tikili,15 / 19,5,var,"Bakı şəhəri, Həsənoğlu küç."
135 000,Köhnə tikili,2 / 5,3,var,"Bakı şəhəri, Ağa Neymətulla küçəsi"
180 000,Yeni tikili,8 / 19,3,var,"Bakı şəhəri, Tbilisi pr. 54"
117 000,Yeni tikili,10 / 12,3,var,"Bakı şəhəri, Qara Qarayev pr. "
78 000,Yeni tikili,6 / 14,2,yoxdur,"Bakı şəhəri, General Əliağa Şixlinski küç"
175 000,Yeni tikili,8 / 16,4,var,"Bakı şəhəri, Ağa Nemətulla küçəsi"
250 000,Yeni tikili,11 / 16,3,var,"Bakı şəhəri, Nəcəfqulu Rəfiyev küçəsi"
150 000,Köhnə tikili,8 / 9,3,var,"Bakı şəhəri, Şərifzadə küç."
95 000,Yeni tikili,8 / 19,1,yoxdur,"Bakı şəhəri, Tbilisi prospekti 50"
187 000,Yeni tikili,10 / 16,3,var,"Bakı şəhəri, H.Zərdabi küçəsi"
195 000,Yeni tikili,8 / 10,3,var,"Bakı şəhəri, Şövkət Məmmədova küç 5"
400 000,Köhnə tikili,3 / 4,4,var,"Bakı şəhəri, Neftçilər pr."
